md5,representative_acc,n_accessions,all_accessions
2aca777682bef2c4ac55fe7dd5a2969b,NZ_CP073590.1,1,NZ_CP073590.1
2acd2eeb4c5c5dae87dab2c11e80eb79,NZ_CP010647.1,2,NZ_CP010647.1;NZ_CP010693.1
2acf15aeb7d7e6c1ae0df1b690b5da4c,NZ_CP101168.1,1,NZ_CP101168.1
2acf27514868b4f5026860ef6d4713b4,NZ_CP132716.1,1,NZ_CP132716.1
2ad57632223c4ce194eb6fbb7c6c0899,NZ_CP104333.1,1,NZ_CP104333.1
2ad5a075ecac4bb51137f2c0d560243f,NZ_CP081276.1,1,NZ_CP081276.1
2ad7ce1d399555e5d3718bb7ecfac2d8,NZ_CP123524.1,1,NZ_CP123524.1
2adb28aec4e00cfdc62fcc81177f5d08,NZ_AP024327.1,1,NZ_AP024327.1
2ae2ea9d00e418cae3c270317c23dbff,NZ_CP060031.1,1,NZ_CP060031.1
2ae2fafe7f904a01615f7e49d8c58106,NZ_CP055296.1,1,NZ_CP055296.1
2ae580f6296e2ad7a911e8d5b8e6a74e,NZ_CP132225.1,1,NZ_CP132225.1
2ae58c3a5c78adf5130dfd554471b556,NZ_CP113423.1,1,NZ_CP113423.1
2ae97cdf104321ee45671fbbbed2d2bb,NZ_CP025498.1,1,NZ_CP025498.1
2aeb204b447863f2555bc87d7ffab8ad,NZ_CP024177.1,1,NZ_CP024177.1
2aec5294f9060f52ed26c76867bd9da1,NZ_CP013027.1,1,NZ_CP013027.1
2af481e774c77f1041b50ccc00832ed6,NZ_LR882965.1,1,NZ_LR882965.1
2af49368fdd7851c9e1bfe680764ab87,NZ_CP129811.1,1,NZ_CP129811.1
2af69a6501396672ba94d7b1f3295235,NZ_CP053182.1,1,NZ_CP053182.1
2af7116317522b8fc062e902cfae2928,NZ_CP116804.1,1,NZ_CP116804.1
2af9bac34aa6f3d2479ee6d8a8b6d150,NZ_CP061746.1,1,NZ_CP061746.1
2afa82974618a5f1b88f9ff8af19b1ec,NZ_CP099894.1,1,NZ_CP099894.1
2afb43ef5cba37c29bb2e8b711334c22,NZ_CP071821.1,1,NZ_CP071821.1
2afb4e2224ed3e7f64e029d6ffa81803,NZ_CP027150.1,1,NZ_CP027150.1
2afb87469d57c28cd1bded957aa1123a,NZ_CP027699.1,1,NZ_CP027699.1
2afe54a13aae7238d2cf511cc32d76bb,NZ_CP062827.1,1,NZ_CP062827.1
2b00ae6956451a24ae3cab4c6932fafc,NZ_AP021918.1,1,NZ_AP021918.1
2b00e7089c322b33ee8f0580ad71f5ce,NZ_CP044332.1,1,NZ_CP044332.1
2b035ef75a0b96df108bc01712568b00,NZ_CP007453.1,1,NZ_CP007453.1
2b04f3445cacc1afaac2d13ebb9d82ad,NZ_CP041296.1,1,NZ_CP041296.1
2b0a2ec9c22d51302d57226274a4c90f,NZ_CP109731.1,1,NZ_CP109731.1
2b0aa24dd1f6932b15dbd06d07a3ed6f,NZ_CP075554.1,1,NZ_CP075554.1
2b0b5c2affbb9530ca8a0667093f4b04,NZ_CP143581.1,1,NZ_CP143581.1
2b1bdb3187e6039e50f44c8d99edd6e9,NZ_CP024288.1,1,NZ_CP024288.1
2b1c461f63525a1959ee8a1e7c618abf,NZ_CP064318.1,1,NZ_CP064318.1
2b1cd07dc3b44be4867bd2a921608f2b,NZ_CP071254.1,1,NZ_CP071254.1
2b1f4832a9e388e54b460cf2b815931b,NZ_LR027520.1,1,NZ_LR027520.1
2b202619e122e5defeb2f45289b5b8fe,NC_008545.1,1,NC_008545.1
2b228b5ff0738cde4e5313df559eb1a3,NZ_CP060461.1,1,NZ_CP060461.1
2b24925a04a7877092e5dd4c59b95716,NZ_CP069703.1,1,NZ_CP069703.1
2b25fa2d1da0632ca4db4c5a255542bb,NZ_CP008904.1,1,NZ_CP008904.1
2b272f765f35d4ddf192800c1fc03fbe,NZ_CP018340.1,1,NZ_CP018340.1
2b285d5a277a2c5b6f773baf3ddbdfe4,NZ_CP137193.1,1,NZ_CP137193.1
2b2a75ed1e1659527cf70b80a665138e,NZ_CP140763.1,2,NZ_CP140763.1;NZ_CP140768.1
2b2a96493500ec3946b6ebfb0de9f1d2,NZ_CP110310.1,1,NZ_CP110310.1
2b386cd3a23dc4b6ccf79bbcd6ad8694,NZ_CP026587.1,1,NZ_CP026587.1
2b3ae1ba27a603ae1485e076e9391af3,NZ_CP039246.1,1,NZ_CP039246.1
2b3afb824719a09d1076d3ac2991133e,NZ_CP034932.1,1,NZ_CP034932.1
2b3dfb4602f85091378044fd3bb5d8d4,NZ_CP097183.1,1,NZ_CP097183.1
2b3ed68d8dec4d1a07b3a5cc9901a60d,NZ_CP018048.1,1,NZ_CP018048.1
2b418fe4c0b6ae1ae2ee7462d7e467dc,NZ_CP081004.1,1,NZ_CP081004.1
2b429816f60746b036bf9ee51c34930f,NZ_CP038352.1,1,NZ_CP038352.1
2b46de318f65cdac000563cbfbca8746,NZ_CP087014.1,1,NZ_CP087014.1
2b47109be9e706d81df561e6578c4ba3,NZ_CP036355.1,1,NZ_CP036355.1
2b4761a599bfdbb5e1dd3e072eea6db6,NZ_CP116989.1,2,NZ_CP116989.1;NZ_CP116996.1
2b4b48ce517df8c55873fcd8bff12ac1,NZ_CP126929.1,1,NZ_CP126929.1
2b4da3780003fd89f9bcb352e3a2b769,NZ_CP012100.1,1,NZ_CP012100.1
2b4e4e9474bf6a93c14ac5db2e246b36,NZ_CP044276.1,1,NZ_CP044276.1
2b535c236d07b3ddb3c29c3c3160704a,NZ_CP018072.1,1,NZ_CP018072.1
2b546260f415eccc2e27c2ccf58507fb,NZ_CP032170.1,1,NZ_CP032170.1
2b5b38a02c7aea8a19ffe52ce0812692,NZ_CP056146.1,1,NZ_CP056146.1
2b5b9c15adebb461693ac455c2976095,NZ_CP136814.1,1,NZ_CP136814.1
2b5d4187a81937e1cd93e574c0987cf8,NZ_CP006753.1,1,NZ_CP006753.1
2b64d07affd10f3b316be1a192bcc2bf,NZ_AP018751.1,1,NZ_AP018751.1
2b665e13f50d6b633b4dc7ea29ce7123,NZ_CP048628.1,1,NZ_CP048628.1
2b67e9cddb6912e82ea241db6cfc08b6,NC_009788.1,1,NC_009788.1
2b6d7bc485418eae45e8175648e2ea7a,NZ_CP025552.1,1,NZ_CP025552.1
2b6fe5aa56d8a266562ea2b2327c3d4c,NZ_CP107479.1,1,NZ_CP107479.1
2b7108d665aa89a2d03af44e3520a411,NZ_CP007615.1,1,NZ_CP007615.1
2b7157356cd81bffe61384c17dd75b02,NZ_CP028173.1,1,NZ_CP028173.1
2b72338ad9d005a3eda97ced19bbf5c9,NZ_CP102520.1,1,NZ_CP102520.1
2b7248359dce9c4f2a56d48bad62e78c,NZ_CP051360.1,1,NZ_CP051360.1
2b74a08707caac1ddcb2af248ee370a2,NZ_CP117395.1,2,NZ_CP117395.1;NZ_CP117397.1
2b759f959ef9de607c8dee958ffc1c62,NZ_CP059456.1,1,NZ_CP059456.1
2b788a7c10b22f0d17a19acec10e41b4,NZ_CP021218.1,1,NZ_CP021218.1
2b802d7b6b59342d61c25eebeee02527,NZ_CP116691.1,1,NZ_CP116691.1
2b803ef6458f05b050324d93b35e278c,NZ_CP124826.1,1,NZ_CP124826.1
2b84530232c78ebc3e3af4ad7eadabe1,NZ_CP072388.1,1,NZ_CP072388.1
2b8513aabff3f778a41f20a86b009f8e,NZ_CP053444.1,1,NZ_CP053444.1
2b86f39bcb5ce74e2c04e28a39a4f50e,NZ_CP042398.1,1,NZ_CP042398.1
2b874009d5f3329b08d7f46c63bd0a63,NC_023146.1,1,NC_023146.1
2b8955bfdfff2cdfad09be077fc26d05,NZ_CP046661.1,1,NZ_CP046661.1
2b89f2c63bdfcd409baf8586b3e4e85b,NZ_OU659124.1,1,NZ_OU659124.1
2b8afcfb62700eef6a63a8aac557dfb8,NZ_CP031790.1,1,NZ_CP031790.1
2b8f1c060175350fc38d3ce3e57c0954,NZ_CP015501.1,1,NZ_CP015501.1
2b94b9f08f7c8639622c1d09894e499a,NZ_CP091693.1,1,NZ_CP091693.1
2b95d12fe9739de7ca50b17f489b3cb4,NZ_CP079173.1,1,NZ_CP079173.1
2b98cb9234a2183dae5c1aab02d93632,NZ_CP053949.1,1,NZ_CP053949.1
2b98ef8f1190430681ac7ca4de1a6a18,NZ_CP046568.1,1,NZ_CP046568.1
2b9a14e00a0967c0661c3cc06c363eb8,NZ_CP045391.1,1,NZ_CP045391.1
2ba015ea86c66b06bb860bdf3803be09,NZ_CP029248.1,1,NZ_CP029248.1
2ba0ffebc244d04e6c7de90c96ae0c9e,NZ_CP142906.1,1,NZ_CP142906.1
2ba1bba48cbe59343d04ab399b140926,NZ_CP120943.1,1,NZ_CP120943.1
2ba5bc0b3971f1677b501fb4bf7a2fe5,NZ_CP018729.1,1,NZ_CP018729.1
2bae592c6945170b435c49ed1f794ed2,NZ_CP053094.1,1,NZ_CP053094.1
2baeed6baba9204f03a64bbb3e2a4bf1,NZ_CP038317.1,1,NZ_CP038317.1
2bb31c737788c85a87dd85b1a6e47502,NZ_CP018028.1,1,NZ_CP018028.1
2bb4e9816df12a8a460919a43d50df8e,NZ_CP109509.1,1,NZ_CP109509.1
2bb4ea7d851fe054b14262acf1654952,NZ_CP089933.1,1,NZ_CP089933.1
2bb67c55aff7849e3d1929dc24c92159,NZ_CP089134.1,1,NZ_CP089134.1
2bb882920dca247e817fda8a7803ac14,NZ_CP033942.1,1,NZ_CP033942.1
2bb950ccc355cc2578865df33221a3eb,NZ_CP059841.1,1,NZ_CP059841.1
2bbc98732d0c0f7adf2dcaed7a2979f3,NZ_CP129741.1,1,NZ_CP129741.1
2bbd6e7d369741c19ee0dda0311e09e2,NZ_CP042396.1,1,NZ_CP042396.1
2bbfdbc2f0fdb03bb7753ba47c4ea8d0,NZ_CP100160.1,1,NZ_CP100160.1
2bc05430feb25c721231cf4527399015,NZ_CP031671.1,1,NZ_CP031671.1
2bc482d021245cad51b3f6cbb6d2756a,NZ_AP018757.1,1,NZ_AP018757.1
2bc567dd244f176e5eac855e3355c653,NZ_CP123383.1,1,NZ_CP123383.1
2bc6d3d560173bbdf2dd2786d19d3006,NZ_CP033531.1,1,NZ_CP033531.1
2bc7b4af4e1777a4cb97e28e9c9a355d,NZ_CP097077.1,1,NZ_CP097077.1
2bd34ef8eabe19178e11ae5322f279d1,NZ_CP070065.1,1,NZ_CP070065.1
2bd44fe126a0846ea835d47b02c0d019,NZ_CP108357.1,1,NZ_CP108357.1
2bd62494a9b70728c7374f34b49f3f57,NZ_CP061096.1,1,NZ_CP061096.1
2bd9320e12b023428df237b8f00dd059,NZ_CP022149.1,1,NZ_CP022149.1
2bdc3195265a13863584be9234b6b2da,NZ_CP010197.1,1,NZ_CP010197.1
2bdfd4213975dc785d1031a31b7553e6,NZ_CP025615.1,1,NZ_CP025615.1
2be14d081a12c706c3ce9829d44650c5,NZ_CP056720.1,1,NZ_CP056720.1
2be41123d5423fd1be98aad14644efae,NZ_CP065021.1,1,NZ_CP065021.1
2be74f5113595d3c893b8be4730b8ac5,NZ_CP069301.1,1,NZ_CP069301.1
2bec7e1f187d6cb569d5f9a86a81706a,NZ_CP046958.1,1,NZ_CP046958.1
2bedb76b70939975a2f2ba059069dbea,NZ_OV024758.1,1,NZ_OV024758.1
2bedc4bbd669ad39bbe6767f37cd1b1c,NZ_CP033563.1,1,NZ_CP033563.1
2bf036472dec2506b4d8a41b4ea27a1e,NZ_CP039142.1,1,NZ_CP039142.1
2bf054a093ebc95f9e19ded8602c73e3,NZ_CP082762.1,1,NZ_CP082762.1
2bf10c9200662823cd7e9b2c01f2bf23,NZ_CP109696.1,1,NZ_CP109696.1
2bf48525f3bf1f950adee5a2a99c4b9c,NZ_CP009874.1,1,NZ_CP009874.1
2bf5bfaaf36c19e6375d75bd7ace22c6,NZ_CP126863.1,2,NZ_CP126863.1;NZ_CP126877.1
2bf7743ff02d0a885d29e7b60b8df0cc,NZ_CP121653.1,1,NZ_CP121653.1
2bf7f60116dd0bca612858427f7449bd,NZ_CP064264.1,1,NZ_CP064264.1
2bfad376cee02ab6378ed6a1fc73ee17,NZ_CP039810.1,1,NZ_CP039810.1
2bfc619023dde6671273f39207a369f5,NZ_CP049846.1,1,NZ_CP049846.1
2bfd0adcb362080ba4ae8d7d8edaba1b,NZ_CP071323.1,1,NZ_CP071323.1
2c001e7176addb36330016e23348bbba,NZ_CP065126.1,1,NZ_CP065126.1
2c022ac4d98436e812acbfc4a447594a,NZ_CP050991.1,1,NZ_CP050991.1
2c02b0f6b124a3be9d5a8fa6ded94ca7,NZ_CP133747.1,1,NZ_CP133747.1
2c04043eeaf21ecbdeca4e38e7003092,NZ_CP046260.1,1,NZ_CP046260.1
2c095c87be4c990d427571a6243f7772,NZ_CP130620.1,1,NZ_CP130620.1
2c0c07d6f05173dc217e7ca8e33c1937,NZ_CP128480.1,1,NZ_CP128480.1
2c1718d1f30db8b4a736c306f4f74d45,NZ_CP040312.1,1,NZ_CP040312.1
2c1d6f4c5e6d9f8f89bdb479b4c83cca,NZ_CP041019.1,1,NZ_CP041019.1
2c228584436e4c811419d6de98a7ac04,NZ_CP132710.1,1,NZ_CP132710.1
2c2e5e2f01a49f1630dba263c0b396fd,NZ_CP018698.1,1,NZ_CP018698.1
2c2fbf8c3d86f68d4f40cfe638c096f9,NZ_CP019709.1,1,NZ_CP019709.1
2c31e560d823ec5ed58429dbcc173b1e,NZ_CP072465.1,1,NZ_CP072465.1
2c3209de5b80dd9464a6ff0751fe13c4,NZ_CP089098.1,1,NZ_CP089098.1
2c32a90738016738b836f32b11b80b1f,NZ_CP060037.1,1,NZ_CP060037.1
2c342323a14a50ef23d59455914d26e6,NZ_LR882945.1,1,NZ_LR882945.1
2c3f3919047dbb209a037ff0d529ec94,NZ_CP048516.1,1,NZ_CP048516.1
2c3f6016142b690c7035148a0593777d,NZ_CP086260.1,1,NZ_CP086260.1
2c4333fc5d2f323e67dc66c0c96162bb,NZ_CP095171.1,1,NZ_CP095171.1
2c4868ce6c85429837fa2c468ab71a52,NZ_CP117639.1,1,NZ_CP117639.1
2c49cf35a6e40a97021cdba3225e82cf,NZ_CP142987.1,1,NZ_CP142987.1
2c5104dd0f2ecac0c0cd6d1c53bfdf66,NZ_CP024059.1,1,NZ_CP024059.1
2c58b73d3d3adbdabfeea93251ddf624,NZ_CP015988.1,1,NZ_CP015988.1
2c5e40fdc3dfa620b2c68f02a2928eb3,NZ_CP027480.1,1,NZ_CP027480.1
2c62cc4910b0593bf5249d38728f6acf,NZ_CP108453.1,1,NZ_CP108453.1
2c63e290835ae10a2fcdbf7ab4e24a20,NZ_CP012682.1,1,NZ_CP012682.1
2c658b8b8fc109a8cbd8b1968700295a,NZ_CP015597.1,1,NZ_CP015597.1
2c6c3030b445454a7e16805aacc6fd55,NZ_CP045351.1,1,NZ_CP045351.1
2c6f1b738c39e603e425a4e1ceeaea10,NZ_CP018853.1,1,NZ_CP018853.1
2c71daaecb4b4753775afb74a4b552c8,NZ_CP138856.1,1,NZ_CP138856.1
2c73aee3e4c7d05067533a6034988fb1,NZ_CP116920.1,1,NZ_CP116920.1
2c73d641b521339a267d5fccead1e859,NZ_CP014627.1,1,NZ_CP014627.1
2c75b866868ad5f88188f017fc76e4b7,NZ_AP024306.1,1,NZ_AP024306.1
2c7606882d22dd77efdca83316abfc39,NZ_CP037921.1,1,NZ_CP037921.1
2c7a939ab323dc7a1fb46442b92e60c0,NZ_CP088902.1,1,NZ_CP088902.1
2c7b914d885ffb1af51a9307842e3d6e,NZ_CP003998.1,1,NZ_CP003998.1
2c7cf8a342b5bf0f914c08626f9f6111,NZ_CP087635.1,1,NZ_CP087635.1
2c865758b06f0c87e82074efe717f11c,NZ_CP053948.1,1,NZ_CP053948.1
2c8ab144836a5eb39b192d89fad0e591,NZ_CP054064.1,1,NZ_CP054064.1
2c8b3c8baa407db947883fc3f847a1ed,NZ_CP011135.1,1,NZ_CP011135.1
2c8cc8624bd83e59e48c8cf5c4c8fa1e,NZ_CP030350.1,1,NZ_CP030350.1
2c8f4ca603a0e9b50fc922e05a630898,NZ_CP138715.1,1,NZ_CP138715.1
2c91fbe2666f4313be277a43c4c781b5,NZ_CP071318.1,1,NZ_CP071318.1
2c9454ed2b9d561db997d52939fe2983,NZ_CP056044.1,2,NZ_CP056044.1;NZ_CP056049.1
2c96fcd5dac4a303bc25233f6bf5d114,NZ_CP039924.1,1,NZ_CP039924.1
2c98b77a7023f73cb8d5e6577a837bbe,NZ_CP066367.1,1,NZ_CP066367.1
2c9ecff8d1992ea0420411e980d4b173,NZ_CP127083.1,1,NZ_CP127083.1
2ca2e703bca525869b5cb9a721ab1728,NZ_AP026377.1,1,NZ_AP026377.1
2ca3dfcdb7b3e433f04b42060a6e263d,NZ_CP065669.1,1,NZ_CP065669.1
2ca594cc33d1ac9975f48a9c9b52b3f0,NZ_CP045408.1,1,NZ_CP045408.1
2ca668d5db47c86213005f499a9f7024,NZ_AP022223.1,1,NZ_AP022223.1
2ca85353947bc3b74f6e8b331e0d8968,NZ_CP100299.1,1,NZ_CP100299.1
2ca8ebeb5c6824298917b97a7bac0108,NZ_CP115264.1,1,NZ_CP115264.1
2cb12ab67d48a3aa8dd19a6921b91f93,NZ_LT963403.1,1,NZ_LT963403.1
2cbad46b4b03ae48c7a4d6011096a1f7,NZ_CP014926.1,1,NZ_CP014926.1
2cbaf9eeef6fe27951f0ce11cab6cfde,NZ_CP022052.2,1,NZ_CP022052.2
2cbb9ad239bb0966a157a1e52c867c29,NZ_CP114396.1,3,NZ_CP114396.1;NZ_CP114403.1;NZ_CP114410.1
2cbc13a2ce5db34b35f70bc4ee4d12b2,NZ_CP076302.1,1,NZ_CP076302.1
2cbc20e7ed64b5953714ecb63355347a,NZ_CP042810.1,1,NZ_CP042810.1
2cbfd3d6b2c4036b6e53febe99815873,NZ_CP042294.1,1,NZ_CP042294.1
2cc3c39ee2d1687fc79c040746903a08,NZ_CP122764.1,1,NZ_CP122764.1
2cc48199d8933813759a044eb9b4d65a,NZ_CP097018.1,1,NZ_CP097018.1
2cc58d71c21915ef1f9afa2fba71daaa,NZ_CP139362.1,1,NZ_CP139362.1
2ccbae0d24589b42fbe5b84fe39a2ef4,NZ_CP102548.1,1,NZ_CP102548.1
2ccd1788adf2e1eafc05457f926bdc6e,NZ_LR135221.1,1,NZ_LR135221.1
2cd146af805a1b1ba5a9a7d2721bf072,NZ_CP122644.1,1,NZ_CP122644.1
2cd97122c4116c9ff76ec3aa6a8dd2c6,NZ_CP133922.1,1,NZ_CP133922.1
2cddcca13894ca6576dd63f7f8f6a564,NZ_CP123567.1,1,NZ_CP123567.1
2ce3e66043266f6f6f256c284972bd92,NZ_CP112875.1,1,NZ_CP112875.1
2ceca6101de1ec8beef96b5bad8a0c51,NZ_CP039438.1,1,NZ_CP039438.1
2ceec23bf1f654ece55ead738721c308,NC_008826.1,1,NC_008826.1
2cf4fb9ca1d9086f896d19b836bbf404,NZ_CP066609.1,1,NZ_CP066609.1
2cfd92a595c03a0b8bd3bb512d7b72ba,NZ_CP079894.1,1,NZ_CP079894.1
2cfebd461400ebf4da3c31f239555446,NZ_CP024309.1,1,NZ_CP024309.1
2cff9522800b370e4b2cb2cb0403c242,NZ_CP066613.1,2,NZ_CP066613.1;NZ_CP066620.1
2cff9bc1e82fce1d208a0ce608dc6828,NZ_CP039628.1,1,NZ_CP039628.1
2d040a21fe0524ec8beda6a3944c7dc4,NZ_CP096836.1,1,NZ_CP096836.1
2d06cf656f30065f59f1f4c1d1950dbd,NZ_OW967796.1,1,NZ_OW967796.1
2d071a635acf92687f6f2d5bdd6a45b5,NZ_CP097029.1,1,NZ_CP097029.1
2d0b4904ed051505198768e25d38e325,NZ_CP058810.1,1,NZ_CP058810.1
2d0d204cbe73d7e676f89a9ab7cacc9b,NZ_CP057747.1,1,NZ_CP057747.1
2d11a23e86f6b2cc57b9c0acf5806ca2,NZ_CP088124.1,1,NZ_CP088124.1
2d1258e7cb972d0cddeb0f5adf4a44e3,NZ_CP106961.1,1,NZ_CP106961.1
2d16004b501da09d5ef1996048b71e39,NZ_CP123533.1,1,NZ_CP123533.1
2d16f70cd23154faf8d94164c1c08b68,NZ_CP019284.1,1,NZ_CP019284.1
2d1865977a26b3a8c42f6b91025ccacd,NZ_CP122636.1,1,NZ_CP122636.1
2d198fdd43b43a32517181abcc049347,NZ_CP040888.1,1,NZ_CP040888.1
2d1ba827507932332e9e7a5706d2fbc3,NZ_CP021236.1,1,NZ_CP021236.1
2d1fd85153d7949593e31d48e176708b,NZ_CP091488.1,1,NZ_CP091488.1
2d2279c5ac638687487a27bbbdcd0481,NZ_CP041177.1,1,NZ_CP041177.1
2d288f4f7841ecf236a29c01739c4366,NZ_CP071804.1,1,NZ_CP071804.1
2d321c4650e86067c14ae16b7c7a1dba,NZ_CP055310.1,1,NZ_CP055310.1
2d3267ba0fc86d5a09f1c4b1ee6c3094,NZ_CP016733.2,1,NZ_CP016733.2
2d3297a8c2a01f934689a32e95805488,NZ_CP092902.1,1,NZ_CP092902.1
2d369ac139807ec213782fbbf7eb821f,NZ_CP032993.1,1,NZ_CP032993.1
2d384465ebce2b3da0f51d11218810e7,NZ_CP100393.1,1,NZ_CP100393.1
2d3d564b8979a11b9267525564f17331,NZ_CP037735.1,1,NZ_CP037735.1
2d3f1c5b5f3e28e38735adf7a02a87b5,NZ_CP033632.1,1,NZ_CP033632.1
2d3fcab8c6f0ce0a5c839326f1de0ae8,NZ_CP038375.1,1,NZ_CP038375.1
2d417fd546f5048e1137b3ee4b2c198c,NZ_CP074088.1,1,NZ_CP074088.1
2d454bf5a01e889b73fcefdd01cca5c7,NC_007617.1,1,NC_007617.1
2d45f1dd44bcdb9590f96f7bfd4e8eb3,NZ_CP138649.1,1,NZ_CP138649.1
2d53128a0f4fc50387e44399d226b5c8,NC_010368.1,1,NC_010368.1
2d57ab64d5cff6bf076d8146e8d5e88d,NZ_CP027507.1,1,NZ_CP027507.1
2d5982903fffa6d96e95f531e7037efb,NZ_CP130611.1,1,NZ_CP130611.1
2d5a78f5930932666bf8fdf5048d266b,NZ_CP114998.1,1,NZ_CP114998.1
2d5a9b9beeb4082c5c8ad11e23fc57c6,NZ_CP064658.1,1,NZ_CP064658.1
2d5affb17e02c6a2801791eda2b6eb6e,NZ_CP061622.1,1,NZ_CP061622.1
2d5dc6aa17f17b1dced18bdf721c7317,NZ_LN868939.1,1,NZ_LN868939.1
2d5fe4f9a05e3a60586f95c9491d716c,NZ_CP083668.1,1,NZ_CP083668.1
2d63af5d2e33b5c8f6f67e5d40e58473,NZ_CP047462.1,1,NZ_CP047462.1
2d67255bcc0927c7b266b22353293cbd,NZ_CP021282.1,1,NZ_CP021282.1
2d683b941e88a483135aa5e3512d9138,NZ_CP126457.1,1,NZ_CP126457.1
2d6eccb2d999a73ab3a03706272ca7c6,NZ_CP083829.1,1,NZ_CP083829.1
2d72827981e03ada674fec8bbbd3ce66,NZ_CP018465.1,1,NZ_CP018465.1
2d77d62976fae3a8f7d6997f5061716b,NC_017334.1,1,NC_017334.1
2d77eb9e130ba9eaf4254a744ee7d950,NC_006824.1,1,NC_006824.1
2d7aa46a81a6421040ed937d0e98703d,NZ_CP121259.1,1,NZ_CP121259.1
2d7c04419895bf0d85912c765abbb751,NC_015561.1,1,NC_015561.1
2d7fb257875a0fcf2abf4e9e538bbb87,NZ_CP041104.1,1,NZ_CP041104.1
2d8222980572487706530f122e09dca3,NZ_CP054694.1,1,NZ_CP054694.1
2d82dd504df918082d729bfbda7c1754,NZ_CP056708.1,1,NZ_CP056708.1
2d837a3cdf5433c015dcf3f0917a1980,NZ_AP022033.1,1,NZ_AP022033.1
2d83d2ab68d5f63c2bd1f21a81bfa47b,NZ_CP102507.1,1,NZ_CP102507.1
2d843714805320af40f700c7d6b1b4fa,NZ_CP110851.1,1,NZ_CP110851.1
2d8aa1faafbe551271a41fee78ed89b4,NZ_CP034202.1,1,NZ_CP034202.1
2d8c24f08caef67d1452ab1ad25d5cfd,NZ_CP071087.1,1,NZ_CP071087.1
2d8d2abbe698a6b8fec08d3a86cd3a77,NZ_CP013682.1,1,NZ_CP013682.1
2d8f85c1922c055d829dd8b323aa9dbe,NZ_CP047229.1,1,NZ_CP047229.1
2d964b60dd51847c8e6ca9f9cf8ad9bb,NZ_CP068220.1,1,NZ_CP068220.1
2d9bf318d720e5e7e87e1af5437cc3b2,NZ_CP045159.1,1,NZ_CP045159.1
2d9c221f919ac615196b00c072ec67e4,NZ_CP091588.1,1,NZ_CP091588.1
2d9c8b4ceba5da6b9ff39e4fffe9c76e,NZ_CP045459.1,1,NZ_CP045459.1
2d9e307201c4678bafec7a1a14cdecc0,NZ_CP012279.1,1,NZ_CP012279.1
2da0ee00f34928cad99596122c80b341,NZ_CP114402.1,2,NZ_CP114402.1;NZ_CP114409.1
2dae6b6844c04f69cf6d0a99eb0771bb,NZ_CP028113.1,1,NZ_CP028113.1
2dae935db663fafd3d1bd74afa6be30a,NZ_CP033691.1,1,NZ_CP033691.1
2daf98ba8ed06310d1ea7f51e5fa6371,NZ_CP115216.1,1,NZ_CP115216.1
2db23ec83bd6299ef16fe5c913eb9c6d,NZ_CP024166.1,1,NZ_CP024166.1
2db414d7107bde3a88ec3f22a1c8be2b,NZ_CP119985.1,1,NZ_CP119985.1
2db7638f10c3f67b46b7e2d1e0d8add2,NZ_CP119793.1,1,NZ_CP119793.1
2dbb0cea1adde262563d982a51d36da3,NZ_CP070512.1,1,NZ_CP070512.1
2dbb4faf522054705dac7152a7539f70,NZ_AP022178.1,1,NZ_AP022178.1
2dbb9cad247861f4f264f59bf431d66c,NZ_CP063966.1,1,NZ_CP063966.1
2dbf00d2cced3626bdd6a4186dd88c0a,NZ_CP026016.1,1,NZ_CP026016.1
2dbfa5bbd182dad8d2c255d8ceb70218,NZ_CP009527.1,1,NZ_CP009527.1
2dc0e9aee28a52ba9c31a6e79110f058,NZ_CP102995.1,1,NZ_CP102995.1
2dc47be58b3820d4c21677a8f8c5ecf7,NZ_CP060815.1,1,NZ_CP060815.1
2dcacd27da91a46b553a5bd32fe01edf,NZ_CP142417.1,1,NZ_CP142417.1
2dcc963870cfa992b5e09fd457babbe3,NZ_CP047640.1,1,NZ_CP047640.1
2dceba07ebdd1d87aa574adc1ce6fb11,NZ_CP066033.1,1,NZ_CP066033.1
2dcec5b8a978f368c00452223a260aa2,NZ_CP067381.1,1,NZ_CP067381.1
2dcf29979ccf6fcf6fdab957bd259058,NZ_CP016619.1,1,NZ_CP016619.1
2dcf4be4cedb5576ccaae5fceba7d080,NZ_AP022113.1,1,NZ_AP022113.1
2dcf6b55cc98bed7cc9f53ef48de896d,NZ_CP040995.1,1,NZ_CP040995.1
2dd119ac2477899512ce068049a72f8b,NZ_CP027576.1,1,NZ_CP027576.1
2dd175eee241f5cba2322bbd617524c7,NZ_CP047169.1,1,NZ_CP047169.1
2dd5af926704d79a60e73fb0a033b7ae,NZ_CP117260.1,1,NZ_CP117260.1
2ddae0f1fb58b1fbf26a22f9f2fab08a,NC_012848.1,1,NC_012848.1
2de3b3ab55bf89f1738084c528d874b1,NZ_CP043263.1,1,NZ_CP043263.1
2de63abc5dc2ab2fd478fdde17aa8005,NZ_LN890525.1,1,NZ_LN890525.1
2de6657c0b0376bbcbf3571378b09f80,NZ_CP053724.1,1,NZ_CP053724.1
2de6fff3639c48d75d412a4b13e3ffb2,NZ_CP082803.1,1,NZ_CP082803.1
2de72b241bef4d27f8b0699928513cf6,NZ_CP096828.1,1,NZ_CP096828.1
2ded6b50d368b6da6a8c41629b277078,NC_006578.1,1,NC_006578.1
