accession,md5,locus_tag,product,regex_match,category,rohan_transposase_count
NZ_CP087019.1,2f046ddb8c079384307bdf0b500e9de3,LOE45_RS20420,ISKra4 family transposase,IS,other_transposase_or_IS,1
NZ_CP010118.1,2f2755b93b1e189ed36411b928cbdd6a,RG25_RS24865,transposase,transposase,other_transposase_or_IS,1
NZ_CP010118.1,2f2755b93b1e189ed36411b928cbdd6a,RG25_RS24880,IS91 family transposase,IS,other_transposase_or_IS,1
NZ_CP087008.1,2f5b1222f371ca3bf81470dd02841569,LOE06_RS23970,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP070241.1,2f992ad10d158b6c69e1f2fdf4f96b3d,I6J39_RS00015,IS5 family transposase,IS,other_transposase_or_IS,1
NZ_CP101469.1,2f9cf221577fb92549a649108704e9c7,NMQ04_RS22845,insoluble domain protein,ins,unclear_likely_false_positive,2
NZ_CP101469.1,2f9cf221577fb92549a649108704e9c7,NMQ04_RS23095,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP031960.1,2fee25b392f92b6299beece25ec9e8f2,D1820_RS18800,IS6 family transposase,IS,other_transposase_or_IS,1
NZ_CP031960.1,2fee25b392f92b6299beece25ec9e8f2,D1820_RS18995,transposase,transposase,other_transposase_or_IS,1
NZ_LR214943.1,301153bb89c383aba44eecf385ad8de9,EXC29_RS07255,IS3 family transposase,IS,other_transposase_or_IS,1
NZ_CP083095.1,304914fc2f11070b84f781efec449bd2,K8Z39_RS35165,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP081915.1,309abbbc12b973d5117ccb1144b7b4d8,K6V30_RS00390,conjugative transposon protein TraN,transposon,other_transposase_or_IS,2
NZ_CP081915.1,309abbbc12b973d5117ccb1144b7b4d8,K6V30_RS00395,conjugative transposon protein TraM,transposon,other_transposase_or_IS,2
NZ_CP028563.1,30c8205e4707319c2657f3f8dcfd4a20,C1A23_RS00095,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP027536.1,30e16729ad3c9106c2fffe4b382f3540,AM460_RS27040,IS1 family transposase,IS,other_transposase_or_IS,2
NZ_CP027536.1,30e16729ad3c9106c2fffe4b382f3540,AM460_RS27310,Tn3-like element Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP110898.1,30e37de211902edc20c44ac533f9210b,OQW59_RS28845,Tn3-like element Tn5403 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP028878.1,30e984ba7c1ff46ad11874faa486b873,DB299_RS05585,RNA-guided endonuclease InsQ/TnpB family protein,Ins,other_transposase_or_IS,1
NZ_CP028878.1,30e984ba7c1ff46ad11874faa486b873,DB299_RS05725,transposase,transposase,other_transposase_or_IS,1
NZ_AP024193.1,3116dc6233684c9ce2c9d701bf9dabc8,K6K05_RS23715,insoluble domain protein,ins,unclear_likely_false_positive,1
NZ_AP024193.1,3116dc6233684c9ce2c9d701bf9dabc8,K6K05_RS24385,Mu transposase C-terminal domain-containing protein,transposase,other_transposase_or_IS,1
NZ_CP086813.1,3131a16a5ba63250d405d0c484027f3b,LOE27_RS23450,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP014097.2,314529f1091010d39cb10c0e5b0c7d78,AL477_RS00590,IS91 family transposase,IS,other_transposase_or_IS,1
NZ_CP111068.1,314e29de4ff8752c901e2c5c8edba916,OQ292_RS40370,IS5 family transposase,IS,other_transposase_or_IS,1
NZ_CP111068.1,314e29de4ff8752c901e2c5c8edba916,OQ292_RS40405,IS200/IS605 family transposase,IS,other_transposase_or_IS,1
NZ_CP100692.1,328fdb7a118b4932b08d108565336aba,NL690_RS24380,transposase,transposase,other_transposase_or_IS,1
NZ_CP098704.1,32d1eaa7ee31e8646b4bf18b346f654a,ND437_RS17110,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP039843.1,32ed0d487ca83da91bbc3330a74f27ec,E3175_RS27475,Tn3-like element Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP039843.1,32ed0d487ca83da91bbc3330a74f27ec,E3175_RS27560,defense against restriction DarA-related protein,ins,unclear_likely_false_positive,1
NZ_CP012563.1,330c8255638f4096aa862d79f8cf161f,AM277_RS27635,IS1-like element IS1B family transposase,IS,other_transposase_or_IS,1
NC_015686.1,331adc7088816b3f5a2e13e65bceeed6,SMB_RS20970,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NC_015686.1,331adc7088816b3f5a2e13e65bceeed6,SMB_RS19640,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP072340.1,335506dd6ba3999a230ff8342e18eadf,J4865_RS00005,conjugative transposon protein TraJ,transposon,other_transposase_or_IS,5
NZ_CP072340.1,335506dd6ba3999a230ff8342e18eadf,J4865_RS00010,conjugative transposon protein TraK,transposon,other_transposase_or_IS,5
NZ_CP072340.1,335506dd6ba3999a230ff8342e18eadf,J4865_RS00020,conjugative transposon protein TraM,transposon,other_transposase_or_IS,5
NZ_CP072340.1,335506dd6ba3999a230ff8342e18eadf,J4865_RS00025,conjugative transposon protein TraN,transposon,other_transposase_or_IS,5
NZ_CP072340.1,335506dd6ba3999a230ff8342e18eadf,J4865_RS00755,TraG family conjugative transposon ATPase,transposon,other_transposase_or_IS,5
NZ_CP016031.1,337a4c4df0c5779492a048d9844b14fe,A9P84_RS15730,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP084411.1,337a7d2a254ac34c736f570ac5da4572,LDB29_RS29090,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP090374.1,338b844f813a09283ff624d1e7bf1759,Hbl1158_RS17010,transposase,transposase,other_transposase_or_IS,1
NZ_CP077833.1,33f7fe499ea0104d273d148a8419837a,KU224_RS19225,heteromeric transposase endonuclease subunit TnsA,transposase,other_transposase_or_IS,3
NZ_CP077833.1,33f7fe499ea0104d273d148a8419837a,KU224_RS19245,transposase,transposase,other_transposase_or_IS,3
NZ_OW969909.1,346c729e012961d9edda62e7b6868e50,LQ142_RS26465,Tn3-like element Tn5403 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP033047.1,34f303e1baca841fd90c8a6d4bc343c5,D9782_RS24020,TnpV protein,Tnp,other_transposase_or_IS,1
NZ_CP066196.1,350a657f6d1b2f6cbc2c08e6f455cc2f,JC776_RS21765,heteromeric transposase endonuclease subunit TnsA,transposase,other_transposase_or_IS,2
NZ_CP066196.1,350a657f6d1b2f6cbc2c08e6f455cc2f,JC776_RS21780,TnsD family transposase,transposase,other_transposase_or_IS,2
NZ_CP066196.1,350a657f6d1b2f6cbc2c08e6f455cc2f,JC776_RS21785,Tn7-like element transposition protein TnsE,Tn7,other_transposase_or_IS,2
NZ_CP110656.1,354eec19d01f93e8a5b4af09f9713220,ONZ57_RS22795,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP080292.1,35906b32caf6f3aefcceec9ee5e3e236,KZ987_RS18660,IS3 family transposase,IS,other_transposase_or_IS,1
NZ_CP080292.1,35906b32caf6f3aefcceec9ee5e3e236,KZ987_RS18115,YidC/Oxa1 family membrane protein insertase,ins,unclear_likely_false_positive,1
NZ_OY725884.1,36035418e349d0342ea98b3466053956,UHF62_RS00030,ISL3 family transposase,IS,other_transposase_or_IS,1
NZ_CP060126.1,361f117d65e11480a4580d032fb1d72f,H3V42_RS33325,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP060126.1,361f117d65e11480a4580d032fb1d72f,H3V42_RS33350,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP137492.1,363ee509f69fb41de9214834187d2339,R5018_RS33440,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP059741.1,3657685f0483b312fe18ca78ecaa816e,HI848_RS14245,IS3 family transposase,IS,other_transposase_or_IS,1
NZ_CP042362.1,36c4ea65471d3cdaa254a8889706ebc7,FS593_RS21780,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP042362.1,36c4ea65471d3cdaa254a8889706ebc7,FS593_RS21985,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP032318.1,36fcb0abedf64047c52f120cbcf3613d,D3Y59_RS17860,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP087041.1,370d8504c622a7b57f152f4d3d32b325,LOE43_RS24645,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP074445.1,371f13626f484dbd27a11de4b2c1626d,KHV88_RS27910,Tn3-like element Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP074445.1,371f13626f484dbd27a11de4b2c1626d,KHV88_RS27930,IS6-like element IS26 family transposase,IS,other_transposase_or_IS,2
NZ_CP029116.1,37cba548452e739f5d6a3be6c2b29eee,CSC22_RS25715,IS1-like element IS1B family transposase,IS,other_transposase_or_IS,1
NZ_CP050033.1,37cd9fa40c26c04a4e0238bf98f36d1e,G9P48_RS22720,IS91-like element ISCR2 family transposase,IS,other_transposase_or_IS,1
NZ_CP139966.1,37cef2abc306a8f6dc737b35b0f41226,U0042_RS29855,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP044201.1,38540db489394c2994b99a37ca9b4923,F4V18_RS23435,transposase,transposase,other_transposase_or_IS,1
NZ_CP097096.1,387538c2683d9a2d99fd48e78fd6dc08,HPY99_RS22615,IS1-like element IS1A family transposase,IS,other_transposase_or_IS,1
NZ_CP102298.1,388bcbfd840f473d9fa5c3b361ea1316,NQ193_RS14835,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,1
NZ_CP079639.1,38a3a069fdc1a7487cc4b0caac1a4c7e,KW557_RS27740,Tn3-like element Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP088924.1,38ab674c4aa39f330c021eec7d742bec,LRK53_RS18590,Tn3 family transposase,Tn3,tn3_family_unit_transposon,3
NZ_CP088924.1,38ab674c4aa39f330c021eec7d742bec,LRK53_RS18640,Tn3 family transposase,Tn3,tn3_family_unit_transposon,3
NZ_CP088924.1,38ab674c4aa39f330c021eec7d742bec,LRK53_RS18650,transposase,transposase,other_transposase_or_IS,3
NZ_CP016801.1,38ba95bd1ef63899c73d320d2588b217,AZI09_RS12855,IS30 family transposase,IS,other_transposase_or_IS,1
NZ_CP051417.1,38bf32d5aa0b6117ac8815f2f7183fea,HFQ44_RS23590,IS91 family transposase,IS,other_transposase_or_IS,1
NZ_CP051417.1,38bf32d5aa0b6117ac8815f2f7183fea,HFQ44_RS23605,transposase,transposase,other_transposase_or_IS,1
NZ_CP049284.1,3933f455e70eacfba983a8501fa3ccc9,G5S55_RS25070,transposase,transposase,other_transposase_or_IS,1
NZ_CP049284.1,3933f455e70eacfba983a8501fa3ccc9,G5S55_RS25085,IS91 family transposase,IS,other_transposase_or_IS,1
NZ_CP018018.1,3983f671a0795d00b3c1fd19a3580709,Y71_RS29780,transposase,transposase,other_transposase_or_IS,1
NZ_CP086800.1,39a285e47d2853f90312c0763d025cbd,LOE37_RS19510,ISKra4 family transposase,IS,other_transposase_or_IS,1
NZ_CP086800.1,39a285e47d2853f90312c0763d025cbd,LOE37_RS19530,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP045120.1,39b121785a44e4a38b965cd417bf6dc5,GBA63_RS22505,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP086872.1,39b1c3cceae8fba627322c185939feca,LOE23_RS19765,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP099470.1,3a6da02b837fa46f5a5443eb9fe5a543,NFX46_RS40385,TnsA-like heteromeric transposase endonuclease subunit,transposase,other_transposase_or_IS,1
NZ_CP090990.1,3a6f7e1c1831e7330f0e6f5c11a6b4a5,KB232_RS11990,IS1182 family transposase,IS,other_transposase_or_IS,1
NZ_CP010621.1,3a7025b10dcb1f77869ff420bfdd2b67,PhaeoP30_RS20130,transposase,transposase,other_transposase_or_IS,1
NZ_CP109959.1,3a78b7d215b843739b0790f562f2d2c3,OKA01_RS16065,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,4
NZ_CP109959.1,3a78b7d215b843739b0790f562f2d2c3,OKA01_RS16105,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,4
NZ_CP109959.1,3a78b7d215b843739b0790f562f2d2c3,OKA01_RS16385,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,4
NZ_CP109959.1,3a78b7d215b843739b0790f562f2d2c3,OKA01_RS16400,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,4
NZ_CP086795.1,3a7d10e6abc711b418987accb68eb439,LOE38_RS21950,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP045278.1,3a967d4d26807a963d61388dbae2a943,GBF15_RS24015,IS1380-like element ISEcp1 family transposase,IS,other_transposase_or_IS,1
NC_020264.1,3ade53ffb0dce0ba26dd20e08d114889,A284_RS24490,IS6-like element IS257 family transposase,IS,other_transposase_or_IS,1
NZ_CP129846.1,3b2736fae634c5e7a8c59545f45eb69d,QYQ71_RS29295,IS1 family transposase,IS,other_transposase_or_IS,1
NC_013888.1,3b2dbb8aa3d00028d4a3e4bd5dd5d8c0,MFS40622_RS09280,IS607 family transposase,IS,other_transposase_or_IS,1
NC_013888.1,3b2dbb8aa3d00028d4a3e4bd5dd5d8c0,MFS40622_RS09285,IS200/IS605 family accessory protein TnpB-related protein,IS,other_transposase_or_IS,1
NZ_CP053237.1,3b51a1fdc8094c85be2698ef891a3693,HHJ24_RS26750,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP024895.1,3b615d9116454b9cfab57d90fcfaf60a,CU254_RS41515,transposase,transposase,other_transposase_or_IS,2
NZ_CP024895.1,3b615d9116454b9cfab57d90fcfaf60a,CU254_RS41535,IS110 family transposase,IS,other_transposase_or_IS,2
NZ_CP024895.1,3b615d9116454b9cfab57d90fcfaf60a,CU254_RS41545,TnsA-like heteromeric transposase endonuclease subunit,transposase,other_transposase_or_IS,2
NZ_CP024895.1,3b615d9116454b9cfab57d90fcfaf60a,CU254_RS42165,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP048385.1,3be4ccc0b73088fe01115830305a5b26,GZS04_RS25670,terminus macrodomain insulation protein YfbV,ins,unclear_likely_false_positive,1
NC_015582.1,3bf55f65c8749294d44e0fb1efb9c166,PP1Y_RS00110,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_AP022284.1,3c4161ebd5e2baec253a32ad5c7c4a09,H7R74_RS22120,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP040909.1,3c8d89aef069583ec06b194abe9b27ab,FH779_RS17450,IS30 family transposase,IS,other_transposase_or_IS,1
NZ_CP016361.1,3c9dc994dffb89d408723951d4984e66,BA201_RS29105,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_AP028389.1,3cf2f8fa0c76eb8ad642ddb0b864fd1e,R8902_RS08475,RNA-guided endonuclease InsQ/TnpB family protein,Ins,other_transposase_or_IS,2
NZ_AP028389.1,3cf2f8fa0c76eb8ad642ddb0b864fd1e,R8902_RS08480,IS200/IS605 family transposase,IS,other_transposase_or_IS,2
NZ_CP077975.1,3d0dfc549f9fe08e3a3b1967746f3177,KUU78_RS31925,Tn3-like element TnAs1 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP077975.1,3d0dfc549f9fe08e3a3b1967746f3177,KUU78_RS31950,transposase,transposase,other_transposase_or_IS,1
NZ_CP086814.1,3d23b48672497a196a6779dae85f68f4,LOE27_RS23850,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NC_009345.1,3d7a85433a713f2435515d638d0a402a,SSON_RS26615,transposase,transposase,other_transposase_or_IS,1
NC_009345.1,3d7a85433a713f2435515d638d0a402a,SSON_RS30410,IS91 family transposase,IS,other_transposase_or_IS,1
NZ_CP087030.1,3dcc46e85d472f5c289f31d663febc71,LOE44_RS22805,ISKra4 family transposase,IS,other_transposase_or_IS,1
NZ_CP087030.1,3dcc46e85d472f5c289f31d663febc71,LOE44_RS22825,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP020881.1,3e2fcd7f5f580f488e22e1b278b5491e,B4U37_RS21655,YidC/Oxa1 family membrane protein insertase,ins,unclear_likely_false_positive,1
NZ_CP098702.1,3e58326df8f4e3f1aa39b33c1019e2a7,ND440_RS17185,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP098702.1,3e58326df8f4e3f1aa39b33c1019e2a7,ND440_RS17200,IS6 family transposase,IS,other_transposase_or_IS,1
NZ_CP119009.1,3e9f95c2c857b641957391b65773167c,PY721_RS25345,transposase,transposase,other_transposase_or_IS,1
NZ_CP119009.1,3e9f95c2c857b641957391b65773167c,PY721_RS25360,IS91 family transposase,IS,other_transposase_or_IS,1
NZ_CP086805.1,3eab8e5b042d8f8781e245880126d5e5,LOE37_RS23155,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP060473.1,3f23b5273fbe51196b814dbf1981f0fa,H8Z72_RS23965,Tn3-like element ISXc4 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP060473.1,3f23b5273fbe51196b814dbf1981f0fa,H8Z72_RS25070,IS30 family transposase,IS,other_transposase_or_IS,2
NZ_CP060473.1,3f23b5273fbe51196b814dbf1981f0fa,H8Z72_RS24120,IS3 family transposase,IS,other_transposase_or_IS,2
NZ_CP103211.1,3f57bfd887745e34d7cfcd90f51ec398,NXU82_RS26975,conjugative transposon protein TraK,transposon,other_transposase_or_IS,2
NZ_CP103211.1,3f57bfd887745e34d7cfcd90f51ec398,NXU82_RS26990,conjugative transposon protein TraM,transposon,other_transposase_or_IS,2
NZ_CP103211.1,3f57bfd887745e34d7cfcd90f51ec398,NXU82_RS26995,conjugative transposon protein TraN,transposon,other_transposase_or_IS,2
NZ_CP137380.1,3f6384fd6cf9869affd76c783221776a,R5O52_RS26440,Tn3-like element IS3000 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP127315.1,3f86b56e9aea6fb910d5a351df8c96bb,QRM69_RS25375,Tn3-like element Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP090942.1,3fd57677e6cbd6fe43f1b8992d9cb353,LZT96_RS12040,IS6 family transposase,IS,other_transposase_or_IS,1
NZ_CP090942.1,3fd57677e6cbd6fe43f1b8992d9cb353,LZT96_RS12350,IS6 family transposase,IS,other_transposase_or_IS,1
NZ_CP055257.1,4019dedb0dd64ca52fcc3ad715f78abb,HUU84_RS24755,IS1380-like element ISEcp1 family transposase,IS,other_transposase_or_IS,1
NZ_OY725812.1,4039dcb45aaf752cffe3a540486aa3f1,UNS60_RS19430,TraG family conjugative transposon ATPase,transposon,other_transposase_or_IS,5
NZ_OY725812.1,4039dcb45aaf752cffe3a540486aa3f1,UNS60_RS19445,conjugative transposon protein TraJ,transposon,other_transposase_or_IS,5
NZ_OY725812.1,4039dcb45aaf752cffe3a540486aa3f1,UNS60_RS19450,conjugative transposon protein TraK,transposon,other_transposase_or_IS,5
NZ_OY725812.1,4039dcb45aaf752cffe3a540486aa3f1,UNS60_RS19460,conjugative transposon protein TraM,transposon,other_transposase_or_IS,5
NZ_OY725812.1,4039dcb45aaf752cffe3a540486aa3f1,UNS60_RS19465,conjugative transposon protein TraN,transposon,other_transposase_or_IS,5
NZ_CP033813.1,4084553d7fd9293df974b95c99c82526,EGX85_RS00085,IS6-like element IS257 family transposase,IS,other_transposase_or_IS,3
NZ_CP033813.1,4084553d7fd9293df974b95c99c82526,EGX85_RS00115,DDE-type integrase/transposase/recombinase,transposase/recombinase,other_transposase_or_IS,3
NZ_CP033813.1,4084553d7fd9293df974b95c99c82526,EGX85_RS00165,IS6 family transposase,IS,other_transposase_or_IS,3
NZ_CP033813.1,4084553d7fd9293df974b95c99c82526,EGX85_RS00190,IS6 family transposase,IS,other_transposase_or_IS,3
NZ_AP024199.1,409bdef1db23ced19398a3abcfdcb7bd,K6K12_RS24090,insoluble domain protein,ins,unclear_likely_false_positive,1
NZ_AP024199.1,409bdef1db23ced19398a3abcfdcb7bd,K6K12_RS24875,Mu transposase C-terminal domain-containing protein,transposase,other_transposase_or_IS,1
NZ_CP045693.1,40f9e2507706c809c3f03b4f55caf308,GHA50_RS01625,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP086806.1,4104153f93facad4afe4268f6a804257,LOE37_RS23385,Tn3 family transposase,Tn3,tn3_family_unit_transposon,3
NZ_CP086806.1,4104153f93facad4afe4268f6a804257,LOE37_RS23485,IS110 family RNA-guided transposase,IS,other_transposase_or_IS,3
NZ_CP051210.1,410ee9332279f65e70ede118efb23c46,HGD77_RS16475,IS256 family transposase,IS,other_transposase_or_IS,1
NZ_CP051210.1,410ee9332279f65e70ede118efb23c46,HGD77_RS16500,IS1-like element ISPa14 family transposase,IS,other_transposase_or_IS,1
NZ_CP021543.1,418901f282b8aba9b550465d8a63115e,AM426_RS29715,Tn3-like element Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP021543.1,418901f282b8aba9b550465d8a63115e,AM426_RS29735,IS6-like element IS26 family transposase,IS,other_transposase_or_IS,2
NZ_CP046158.1,41aa4e3194137121a07a7dac9aed4fe0,GFS31_RS20305,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP046158.1,41aa4e3194137121a07a7dac9aed4fe0,GFS31_RS21170,IS1 family transposase,IS,other_transposase_or_IS,2
NZ_CP046158.1,41aa4e3194137121a07a7dac9aed4fe0,GFS31_RS21175,IS1 family transposase,IS,other_transposase_or_IS,2
NZ_LR882936.1,41c5f90be185b158e1d0ed2c6fa8cb4d,NMK38_RS22180,Rpn family recombination-promoting nuclease/putative transposase,transposase,other_transposase_or_IS,1
NZ_LR882936.1,41c5f90be185b158e1d0ed2c6fa8cb4d,NMK38_RS22215,IS701 family transposase,IS,other_transposase_or_IS,1
NZ_LR882936.1,41c5f90be185b158e1d0ed2c6fa8cb4d,NMK38_RS22220,transposase,transposase,other_transposase_or_IS,1
NZ_LR882936.1,41c5f90be185b158e1d0ed2c6fa8cb4d,NMK38_RS22225,IS701 family transposase,IS,other_transposase_or_IS,1
NZ_CP075194.1,428b0e3b4e41bb26f8aa633f077d29dc,KHO73_RS27225,conjugative transposon protein TraM,transposon,other_transposase_or_IS,2
NZ_CP075194.1,428b0e3b4e41bb26f8aa633f077d29dc,KHO73_RS27230,conjugative transposon protein TraN,transposon,other_transposase_or_IS,2
NZ_CP047900.1,428bdb620957a29a6109f949e295f52b,GU243_RS23970,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP047900.1,428bdb620957a29a6109f949e295f52b,GU243_RS23990,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP047900.1,428bdb620957a29a6109f949e295f52b,GU243_RS24135,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP141087.1,42a7a6113a080b8c622657d977fe6e75,U8P30_RS24330,Tn3-like element Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP031110.1,42c683bcc5f710f1a1d5192845142e5b,DUT84_RS27375,Tn3-like element TnAs3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP031110.1,42c683bcc5f710f1a1d5192845142e5b,DUT84_RS27390,Tn3-like element Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_LR215005.1,432b4ac2d0140a7b5d4ff521a602153d,EXC63_RS08630,Mbov_0401 family ICE element transposase-like protein,transposase-like,other_transposase_or_IS,1
NZ_LR215005.1,432b4ac2d0140a7b5d4ff521a602153d,EXC63_RS08635,IS30 family transposase,IS,other_transposase_or_IS,1
NZ_LR215005.1,432b4ac2d0140a7b5d4ff521a602153d,EXC63_RS08980,transposase,transposase,other_transposase_or_IS,1
NZ_LR215005.1,432b4ac2d0140a7b5d4ff521a602153d,EXC63_RS10250,IS3 family transposase,IS,other_transposase_or_IS,1
NZ_CP083837.1,433c6aa1850342276224f26d6144bf06,LCD48_RS26460,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NZ_CP083837.1,433c6aa1850342276224f26d6144bf06,LCD48_RS26470,IS481-like element ISKpn27 family transposase,IS,other_transposase_or_IS,2
NZ_CP083837.1,433c6aa1850342276224f26d6144bf06,LCD48_RS26485,IS1182-like element ISKpn6 family transposase,IS,other_transposase_or_IS,2
NZ_CP122910.1,43a05fbf6e55796dbeba7e7aab72fba5,QDX08_RS25270,defense against restriction DarA-related protein,ins,unclear_likely_false_positive,1
NZ_CP122910.1,43a05fbf6e55796dbeba7e7aab72fba5,QDX08_RS25340,IS91-like element IS91 family transposase,IS,other_transposase_or_IS,1
NZ_CP091699.1,43a45f03ad673aad5ac6dd93f084b500,L6L55_RS00545,IS1-like element IS1B family transposase,IS,other_transposase_or_IS,1
NC_015181.1,43a897f0e5b6f31f0c2fd0fe0f036727,ACMV_RS19220,Tn3 family transposase,Tn3,tn3_family_unit_transposon,2
NC_015181.1,43a897f0e5b6f31f0c2fd0fe0f036727,ACMV_RS19225,IS1595-like element ISAcr1 family transposase,IS,other_transposase_or_IS,2
NZ_CP018921.1,43de1d3af5653acdee437ac42fed0547,BVG94_RS25495,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP133664.1,44866cfe3b4bb7afa8f758058a97cf20,RGC89_RS13595,IS6-like element IS257 family transposase,IS,other_transposase_or_IS,2
NZ_CP133664.1,44866cfe3b4bb7afa8f758058a97cf20,RGC89_RS13635,DDE-type integrase/transposase/recombinase,transposase/recombinase,other_transposase_or_IS,2
NZ_CP022750.1,448e68bec3532ae74954b32b52141a3c,CJD35_RS23305,Tn3 family transposase,Tn3,tn3_family_unit_transposon,3
NZ_CP022750.1,448e68bec3532ae74954b32b52141a3c,CJD35_RS23635,Tn3 family transposase,Tn3,tn3_family_unit_transposon,3
NZ_CP022750.1,448e68bec3532ae74954b32b52141a3c,CJD35_RS23640,Tn3 family transposase,Tn3,tn3_family_unit_transposon,3
NZ_CP022750.1,448e68bec3532ae74954b32b52141a3c,CJD35_RS21645,Tn3 family transposase,Tn3,tn3_family_unit_transposon,3
NZ_CP022750.1,448e68bec3532ae74954b32b52141a3c,CJD35_RS21670,IS256 family transposase,IS,other_transposase_or_IS,3
NZ_CP118062.1,44be67864e3f0a012c782aa4f4dd69c7,PUW68_RS12155,IS6 family transposase,IS,other_transposase_or_IS,1
NZ_CP094607.1,44bf0b3607b1ba53277114db8f38fb92,MTX39_RS05955,RNA-guided endonuclease TnpB family protein,Tnp,other_transposase_or_IS,1
NZ_CP086925.1,4518b9b35782173dfa74d47f2f74cf53,LOE17_RS22275,Tn3 family transposase,Tn3,tn3_family_unit_transposon,1
NZ_CP065048.1,45349cd42e2d905190934f44ecfed703,I2456_RS28105,TnsA-like heteromeric transposase endonuclease subunit,transposase,other_transposase_or_IS,2
NZ_CP081914.1,45687f9b1f246b11c0a92ca403f3cc50,K6V30_RS00135,conjugative transposon protein TraK,transposon,other_transposase_or_IS,3
NZ_CP081914.1,45687f9b1f246b11c0a92ca403f3cc50,K6V30_RS00145,conjugative transposon protein TraM,transposon,other_transposase_or_IS,3
NZ_CP081914.1,45687f9b1f246b11c0a92ca403f3cc50,K6V30_RS00150,conjugative transposon protein TraN,transposon,other_transposase_or_IS,3
NZ_CP058723.1,45d3ca5861a6c8cb815e51cf80e41006,HZS86_RS23790,IS5-like element IS903B family transposase,IS,other_transposase_or_IS,1
NZ_CP058723.1,45d3ca5861a6c8cb815e51cf80e41006,HZS86_RS23800,transposase,transposase,other_transposase_or_IS,1
