md5,category,gene,pident,qcov,n_copies,rep_accession,rep_locus,rep_product,is_family,left_flank,right_flank,subject_title
984bf36d0b075894872c8116cae132e6,card,FosA8,99.3,100.0,2,NZ_CP101916.1,NP443_RS23235,FosA8 family fosfomycin resistance glutathione transferase,IS6,c,c,gb|QEI22965.1|ARO:3007371|FosA8 [Escherichia coli] 
9885a4a79b63a4a265904c5e73f573ef,card,tet(A),99.5,97.7,3,NZ_CP053236.1,HHJ24_RS26320,tetracycline efflux MFS transporter Tet(A),new,p,p,gb|AAN06707.1|ARO:3000165|tet(A) [Shigella sonnei] 
98ee5d4d3abd50d7269c95b38adc6908,card,msrE,99.8,100.0,4,NZ_CP079151.1,KWY72_RS27790,ABC-F type ribosomal protection protein Msr(E),new,p,p,gb|ACB05808.1|ARO:3003109|msrE [Acinetobacter baumannii] 
9910ad3504c620e42d0bf077377aecdf,card,AAC(6')-Ib3,99.5,100.0,1,NZ_CP126799.1,QPR56_RS24740,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,IS6,c,c,gb|ACS44715.1|ARO:3002576|AAC(6')-Ib3 [Acinetobacter baumannii] 
99191fcb85b92515d6f74e22adf66532,card,APH(3')-IIIa,99.6,100.0,1,NZ_CP013228.1,AS858_RS00250,aminoglycoside O-phosphotransferase APH(3')-IIIa,IS6,c,c,gb|AGV10830.1|ARO:3002647|APH(3')-IIIa [Campylobacter coli CVM N29710] 
9951a0b17021da5d254a2d689a0aaeef,card,qacEdelta1,94.7,85.6,1,NZ_CP044390.1,F7P08_RS25450,DMT family transporter,IS6,c,c,gb|AAC44316.1|ARO:3005010|qacEdelta1 [Pseudomonas aeruginosa] 
997289e796a8724fca341a038e33c3b2,card,AAC(6')-IIa,98.9,96.8,1,NZ_CP119224.1,PY247_RS21705,AacA4 family aminoglycoside N(6')-acetyltransferase,new,p,c,gb|AAM92464.1|ARO:3002594|AAC(6')-IIa [Salmonella enterica subsp. enterica serov
999a038987a5766db33b81f251f36691,card,AAC(6')-Ia,99.5,100.0,1,NZ_CP115970.1,PE074_RS09970,aminoglycoside 6'-N-acetyltransferase AAC(6')-Ia,IS3,c,p,gb|AAA98298.1|ARO:3002545|AAC(6')-Ia [Plasmid R] 
99d7c52c479437a879f1f4a2d4a23132,card,aadA16,98.6,100.0,1,NZ_CP074186.1,KGP19_RS29040,AadA family aminoglycoside 3''-O-nucleotidyltransferase,IS6,c,c,gb|ACF17980.1|ARO:3002616|aadA16 [Escherichia coli] 
99de41584d19eb584f1ee9c0cc87932a,card,FRI-11,100.0,100.0,3,NZ_CP104977.1,N8O08_RS23440,carbapenem-hydrolyzing class A beta-lactamase FRI-11,IS3,p,p,gb|UAN43462.1|ARO:3007632|FRI-11 [Enterobacter sp. JBIWA008] 
9a7531a6ae71bc02b802ed1c9cc2ad06,card,CTX-M-24,100.0,100.0,1,NZ_CP026022.1,C2D60_RS26555,extended-spectrum class A beta-lactamase CTX-M-24,IS5,p,c,gb|AAN38836.1|ARO:3001886|CTX-M-24 [Klebsiella pneumoniae] 
9a9541ce9266ca16eec92b03744927e3,card,QnrS11,100.0,100.0,1,NZ_CP042894.1,CA901_RS22440,quinolone resistance pentapeptide repeat protein QnrS11,IS6,c,c,gb|AFM45990.1|ARO:3004624|QnrS11 [Escherichia coli] 
9aa20d9c29833ee19d364f2980c799b9,card,tet(M),99.1,100.0,1,NZ_CP037912.1,E1J56_RS25505,tetracycline resistance ribosomal protection protein Tet(M),IS6,c,c,gb|BAB82500.1|ARO:3000186|tet(M) [Erysipelothrix rhusiopathiae] 
9abda2364bcd857d32e50600f944f9d5,card,tet(A),96.7,100.0,1,NZ_CP011653.1,AB183_RS00105,tetracycline efflux MFS transporter Tet(A),IS6,c,c,gb|AAN06707.1|ARO:3000165|tet(A) [Shigella sonnei] 
9adb3bf74f882beffc42ca356fc34238,card,SAT-2,100.0,94.5,1,NZ_CP057748.1,HVX18_RS24815,streptothricin N-acetyltransferase Sat2,new,p,p,gb|BAD95494.1|ARO:3002895|SAT-2 [Escherichia coli] 
9b059d8f8d75b98c51498e7ccd970501,card,OXA-732,100.0,100.0,3,NZ_AP022242.1,H7R78_RS22050,class D beta-lactamase OXA-732,IS91,p,p,gb|WP_072678505.1|ARO:3005937|OXA-732 [Pseudomonas aeruginosa] 
9b11cb40b27e94e2a92529a41cdfed80,card,tet(39),99.7,100.0,1,NZ_CP044487.1,FSC11_RS15850,tetracycline efflux MFS transporter Tet(39),IS1,c,c,gb|AAW66497.1|ARO:3000566|tet(39) [Acinetobacter sp. LUH5605] 
9b67f4345c8476e97dc97f0db27034df,card,tet(A),95.4,97.7,1,NZ_CP100089.1,NIL17_RS27590,tetracycline efflux MFS transporter Tet(A),IS6,c,c,gb|AAN06707.1|ARO:3000165|tet(A) [Shigella sonnei] 
9bc3171984b44d1f58d2c7f50663b12a,card,MCR-3.22,100.0,100.0,1,NZ_CP041095.1,CI667_RS28115,phosphoethanolamine--lipid A transferase MCR-3.22,IS110,p,p,gb|WP_094308975.1|ARO:3007259|MCR-3.22 [Klebsiella] 
9bff2eac359f1865f19ec397813a4911,card,DHA-1,98.9,100.0,1,NZ_CP044381.1,F7P05_RS25400,DHA family class C beta-lactamase,IS91,p,p,gb|CAA76196.1|ARO:3002132|DHA-1 [Salmonella enterica subsp. enterica serovar Ent
9c398169b00d49077caa28d07de8575f,card,APH(6)-Id,99.3,100.0,1,NZ_AP025210.2,LPH28_RS22920,APH(6)-I family aminoglycoside O-phosphotransferase,IS6,c,c,gb|AAC23556.1|ARO:3002660|APH(6)-Id [Pseudomonas aeruginosa] 
9c6265250db8b381d66b9799d33342df,card,evgA,99.5,100.0,1,NZ_CP073948.1,KFU68_RS24045,acid-sensing system DNA-binding response regulator EvgA,IS1,c,c,gb|BAB36671.1|ARO:3000832|evgA [Escherichia coli O157:H7 str. Sakai] 
9cf47772e91d80540876de221a0b09cc,card,floR,99.0,100.0,17,NZ_CP091557.1,INN80_RS24855,chloramphenicol/florfenicol efflux MFS transporter FloR,IS6,c,c,gb|AAG16656.1|ARO:3002705|floR [Escherichia coli] 
9d474763555535f5f3acea06e54523f5,card,tet(D),99.7,100.0,1,NZ_CP097668.1,M3X90_RS29360,tetracycline efflux MFS transporter Tet(D),IS6,c,c,gb|AAL75563.1|ARO:3000168|tet(D) [Shigella flexneri Y] 
9d51a42d7f3e1b15146e7f1081f0e754,card,armA,92.7,100.0,1,NZ_CP026156.1,C2M23_RS30340,class I SAM-dependent methyltransferase,IS6,c,c,gb|ADC55560.1|ARO:3000858|armA [Pseudomonas aeruginosa] 
9d5c39b8f1fc679cdd0f726c7d6b3c52,card,vgaA,97.5,100.0,1,NZ_CP066063.1,I6I28_RS11780,Vga family ABC-F type ribosomal protection protein,IS6,c,c,gb|AAA26684.1|ARO:3002829|vgaA [Staphylococcus aureus] 
9d6e351a996e2ff88ca21349da219523,card,OXA-347,100.0,100.0,2,NZ_CP072225.1,INE89_RS26810,class D beta-lactamase OXA-347,IS1380,c,c,gb|AET35493.1|ARO:3001777|OXA-347 [uncultured bacterium] 
9dd3b89f77fe7accb860caa60d87ad29,card,Saur_mupA_MUP,99.4,100.0,1,NZ_CP094444.1,MTP23_RS14790,mupirocin-resistant isoleucine--tRNA ligase MupA,IS6,c,c,gb|CAA53189.1|ARO:3000521|Saur_mupA_MUP [Staphylococcus aureus] 
9e55e0cf66749e7891acb6c0f257b77b,card,CAE-1,100.0,100.0,1,NZ_CP104280.1,N2K12_RS19600,broad-spectrum class A beta-lactamase CAE-1,IS5,c,c,gb|QXW20276.1|ARO:3007635|CAE-1 [Comamonas aquatica] 
9efd93fe2be2a82fc593a31228b879e6,card,qacH,95.3,100.0,2,NZ_CP019513.1,BZG32_RS16475,quaternary ammonium compound efflux SMR transporter QacH,IS6,c,c,gb|CAA76544.1|ARO:3003836|qacH [Staphylococcus saprophyticus] 
9f02dd1ac89c9bab49f310f2d6e941f9,card,APH(3')-Ia,97.8,100.0,1,NZ_CP044377.1,F7P07_RS26330,aminoglycoside O-phosphotransferase APH(3')-Ia,IS6,c,c,gb|CAE51638.1|ARO:3002641|APH(3')-Ia [Serratia marcescens] 
9f35ea1e3064226046cdcda19a2fbfa6,card,floR,99.3,100.0,16,NZ_CP086501.1,LNN49_RS23395,chloramphenicol/florfenicol efflux MFS transporter FloR,IS6,c,c,gb|AAG16656.1|ARO:3002705|floR [Escherichia coli] 
9f6dcd857b03847dcf04453107b0a390,card,msrA,95.7,100.0,3,NZ_CP043303.1,FQP84_RS15440,ABC-F type ribosomal protection protein Msr(A),IS6,c,c,gb|CAA36304.1|ARO:3000251|msrA [Staphylococcus epidermidis] 
9fd3fb99ed9b830082b17596007cb120,card,DHA-27,100.0,100.0,1,NZ_CP059887.1,H4F89_RS24325,class C beta-lactamase DHA-27,IS6,c,c,"gb|WP_109545067.1|ARO:3006468|DHA-27 [Bacteria, Viruses, Fungi, and other genome"
9ff5ae554503efab66d5a4f17fe08063,card,MCR-3.19,100.0,100.0,1,NZ_CP033094.1,EAH50_RS00680,phosphoethanolamine--lipid A transferase MCR-3.19,IS6,c,p,gb|AWM63467.1|ARO:3007273|MCR-3.19 [Escherichia coli] 
a0931e6fa542dfadcffd96d30b00bc85,card,FosA3,100.0,100.0,331,NZ_CP033962.1,EHC63_RS28285,fosfomycin resistance glutathione transferase FosA3,IS6,c,c,gb|AEG78825.1|ARO:3002872|FosA3 [Escherichia coli] 
a095cda242ad5cbd4d05ba3252f03ea6,card,TEM-215,100.0,100.0,14,NZ_CP080156.1,KZY07_RS25410,class A beta-lactamase TEM-215,IS6,c,c,gb|AJO16045.1|ARO:3001392|TEM-215 [Escherichia coli] 
a0aa349601927dda168aee48dd5906c2,card,tet(A),98.5,97.7,6,NZ_CP129792.1,QYQ33_RS28455,tetracycline efflux MFS transporter Tet(A),IS6,c,c,gb|AAN06707.1|ARO:3000165|tet(A) [Shigella sonnei] 
a0bcba19b9398bd7c0e00d1c09efc9bd,card,ErmB,97.1,100.0,1,NZ_CP091236.1,LQ054_RS14100,23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(B),IS6,c,c,gb|AAF86219.1|ARO:3000375|ErmB [Enterococcus faecium] 
a0cd725d27b8b2659c985e91fe3c1da9,card,OXA-244,100.0,100.0,1,NZ_CP050381.1,HB813_RS29425,OXA-48 family carbapenem-hydrolyzing class D beta-lactamase ,IS1,c,c,gb|AGC60012.1|ARO:3001786|OXA-244 [Klebsiella pneumoniae] 
a10c2d8f8095d928280594c978fe2011,card,sul1,99.6,100.0,6,NZ_CP141841.1,VB103_RS23225,sulfonamide-resistant dihydropteroate synthase Sul1,IS6,c,c,gb|AEJ33969.1|ARO:3000410|sul1 [Vibrio fluvialis] 
a1175aa6303582bd758ff193daf8ea5e,card,QnrB2,99.5,100.0,41,NZ_CP054999.1,HUZ56_RS26285,quinolone resistance pentapeptide repeat protein QnrB91,IS6,c,c,gb|ABO93588.1|ARO:3002715|QnrB2 [Proteus mirabilis] 
a11d08ec1886b847cc1c25c2684a60fd,card,catB11,99.5,100.0,3,NZ_AP028043.1,QUE90_RS28100,type B chloramphenicol O-acetyltransferase,IS6,c,c,gb|AID93387.1|ARO:3004660|catB11 [Klebsiella oxytoca KONIH1] 
a17544bbb76e69f2f60774c881aca1ee,card,rmtB,97.6,100.0,2,NZ_CP118864.1,NTP66_RS19825,16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB2,ISKRA4,c,c,gb|CAP07796.1|ARO:3000860|rmtB [Escherichia coli] 
a1d4491f9e38753ed5a2483d6f0db17f,card,APH(3')-Ia,98.2,100.0,118,NZ_AP023191.1,HUV24_RS23490,aminoglycoside O-phosphotransferase APH(3')-Ia,IS6,c,c,gb|CAE51638.1|ARO:3002641|APH(3')-Ia [Serratia marcescens] 
a1ec3c14a3e297e0e9f2b87773b340e6,card,FosA3,98.5,87.7,1,NZ_CP066892.1,JG783_RS27100,FosA3/FosA4 family fosfomycin resistance glutathione transfe,IS6,c,c,gb|AEG78825.1|ARO:3002872|FosA3 [Escherichia coli] 
a25b4082deb01743542b3ce378993068,card,floR,99.5,100.0,90,NZ_CP047572.1,GTQ78_RS22105,chloramphenicol/florfenicol efflux MFS transporter FloR,IS6,c,c,gb|AAG16656.1|ARO:3002705|floR [Escherichia coli] 
a29701529da7f7afc59f842e6eb238a8,card,APH(3'')-Ib,99.3,100.0,1,NZ_CP078019.1,EGT69_RS17125,aminoglycoside O-phosphotransferase APH(3'')-Ib,IS3,c,c,gb|ABK33456.1|ARO:3002639|APH(3'')-Ib [Pseudomonas aeruginosa] 
a2ab318472f68d18700a67630033f7d6,card,qacEdelta1,99.1,100.0,2,NZ_CP061949.1,H4I82_RS27770,quaternary ammonium compound efflux SMR transporter QacE,IS6,c,c,gb|AAC44316.1|ARO:3005010|qacEdelta1 [Pseudomonas aeruginosa] 
a2c9c1e77ddb49d5b0fa97a671943510,card,mef(B),100.0,100.0,8,NZ_CP044381.1,F7P05_RS24950,macrolide transporter,IS110,c,c,gb|ACJ63262.1|ARO:3003107|mef(B) [Escherichia coli] 
a2cb723499960f1b91d5624c5b7c555c,card,KPC-189,100.0,100.0,2,NZ_CP144139.1,V2W15_RS26955,inhibitor-resistant extended-spectrum class A beta-lactamase,IS6,c,c,gb|WMQ58826.1|ARO:3008315|KPC-189 [Klebsiella pneumoniae] 
a3515368d375232dd9468f5836a9346c,card,aadA,99.2,100.0,1,NZ_CP107260.1,N5937_RS00075,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase Aad,IS6,c,c,gb|AAO49597.1|ARO:3002601|aadA [Escherichia coli] 
a366df33e76cbcd40958146bdc776b83,card,msrA,95.3,100.0,1,NZ_CP030324.1,CSC60_RS14240,ABC-F type ribosomal protection protein Msr(A),IS6,c,c,gb|CAA36304.1|ARO:3000251|msrA [Staphylococcus epidermidis] 
a38714784ac07efaa0fa49eda1697710,card,APH(6)-Id,99.3,100.0,1,NZ_CP024863.1,AM342_RS27050,APH(6)-I family aminoglycoside O-phosphotransferase,IS6,c,c,gb|AAC23556.1|ARO:3002660|APH(6)-Id [Pseudomonas aeruginosa] 
a3fcbe93a08d1078f772a129f74bfbe3,card,AAC(6')-Ib9,100.0,98.5,11,NZ_AP024519.1,LDN98_RS24440,AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase,IS6,c,c,gb|AAD02244.1|ARO:3002580|AAC(6')-Ib9 [Pseudomonas aeruginosa] 
a410ea8d7b5ed3d9fabd0e0668524381,card,QnrS1,100.0,100.0,614,NZ_CP137386.1,R5O51_RS00050,quinolone resistance pentapeptide repeat protein QnrS1,IS3,c,p,gb|ABF47469.1|ARO:3002790|QnrS1 [Salmonella enterica subsp. enterica serovar Bov
a41c1ccbcc9ca1982858936ed37c9d88,card,vanS_in_vanA_cl,99.7,100.0,1,NZ_CP044266.1,F6439_RS15620,vancomycin resistance histidine kinase VanS,IS6,c,c,gb|AAA65954.1|ARO:3002931|vanS_in_vanA_cl [Enterococcus faecium] 
a4a692230e5431a0f157803ae84f360d,card,qacE,97.3,100.0,1,NZ_CP040126.1,E6P00_RS00130,quaternary ammonium compound efflux SMR transporter QacE,new,p,c,gb|AEH26330.1|ARO:3005009|qacE [Klebsiella pneumoniae] 
a4fa91839b9b1ece9ec3415d2fdb16ad,card,APH(6)-Id,97.5,100.0,1,NZ_AP022395.1,JLF33_RS24730,APH(6)-I family aminoglycoside O-phosphotransferase,IS110,c,c,gb|AAC23556.1|ARO:3002660|APH(6)-Id [Pseudomonas aeruginosa] 
a4faef998f2a00b7bad0289b7b8ca249,card,catA1,99.1,100.0,28,NZ_CP023420.1,CN260_RS30155,type A-1 chloramphenicol O-acetyltransferase,IS6,c,c,gb|CAA23899.1|ARO:3002683|catA1 [Escherichia coli] 
a57302ca27229fb06a22728ba4bd7aca,card,TEM-1,100.0,100.0,1669,NZ_CP033962.1,EHC63_RS28565,broad-spectrum class A beta-lactamase TEM-1,IS6,c,c,gb|CAD09800.1|ARO:3000873|TEM-1 [Salmonella enterica subsp. enterica serovar Typ
a5ade7bcb6eaa61c3e0c6ff9702a4b44,card,floR,98.8,100.0,1,NZ_CP114793.1,O6936_RS23380,chloramphenicol/florfenicol efflux MFS transporter FloR,IS6,c,c,gb|AAG16656.1|ARO:3002705|floR [Escherichia coli] 
a637772b30c85e87b969473c09ad7d80,card,cfrA,99.4,100.0,1,NZ_CP080259.1,KZ313_RS24960,23S rRNA (adenine(2503)-C(8))-methyltransferase Cfr,IS6,c,c,gb|CAL64019.1|ARO:3003441|cfrA [Staphylococcus warneri] 
a6c7e4f93f9b0d613e58e9feea3a1267,card,oqxB,99.9,100.0,2,NZ_CP119741.1,P1J23_RS26790,multidrug efflux RND transporter permease subunit OqxB,IS6,c,c,gb|AAP43110.2|ARO:3003923|oqxB [Escherichia coli] 
a73f999e8a3b3f2068f565a82fd2896a,card,vanA,99.7,100.0,79,NZ_CP066632.1,JCP61_RS15120,D-alanine--(R)-lactate ligase VanA,IS6,c,c,gb|AAA65956.1|ARO:3000010|vanA [Enterococcus faecium] 
a7ecfe4c690e272c87b95ab41a7f8b2d,card,floR,99.3,100.0,1,NZ_CP029493.1,DKQ63_RS23635,chloramphenicol/florfenicol efflux MFS transporter FloR,IS6,c,c,gb|AAG16656.1|ARO:3002705|floR [Escherichia coli] 
a83b7f7a67021a161e9cc91abed62f93,card,QnrS1,99.5,100.0,1,NZ_CP050859.2,HC233_RS27130,QnrS family quinolone resistance pentapeptide repeat protein,IS6,c,c,gb|ABF47469.1|ARO:3002790|QnrS1 [Salmonella enterica subsp. enterica serovar Bov
a8670601b02f4d1b7ac3ab8ea45dbfe1,card,tet(X6),100.0,100.0,15,NZ_CP048015.1,GVU25_RS13100,tetracycline-inactivating monooxygenase Tet(X),IS91,p,p,gb|QIM09823.1|ARO:3005056|tet(X6) [Proteus genomosp. 6] 
a894f9aa2745134351f7d64c470e4231,card,oqxA,99.5,100.0,1,NZ_CP043034.1,EOV66_RS25605,multidrug efflux RND transporter periplasmic adaptor subunit,IS6,c,c,gb|AAP43109.1|ARO:3003922|oqxA [Escherichia coli] 
a9527dfb6a0e8882785d66f051328b74,card,linG,99.6,100.0,2,NZ_CP060136.1,H3A31_RS23620,lincosamide nucleotidyltransferase Lnu(F),IS6,c,c,gb|ABG65740.1|ARO:3002879|linG [Salmonella enterica subsp. enterica serovar Stan
a9913c18d8d669d6d30f5218c0012787,card,mef(C),99.8,100.0,2,NZ_CP050314.1,HBH39_RS17950,macrolide efflux MFS transporter Mef(C),new,p,p,gb|BAL43360.1|ARO:3003745|mef(C) [Photobacterium damselae subsp. damselae] 
a9f269233aaa036753a0f65c9c978543,card,aphA15,99.6,100.0,1,NZ_CP107260.1,N5937_RS00070,aminoglycoside O-phosphotransferase APH(3')-XV,IS6,c,c,gb|CAD91341.1|ARO:3004675|aphA15 [Pseudomonas aeruginosa] 
aa2f33fdcefcd347e046535c17689547,card,qacEdelta1,99.1,100.0,2,NZ_CP141843.1,VB103_RS25340,quaternary ammonium compound efflux SMR transporter QacE,IS6,c,p,gb|AAC44316.1|ARO:3005010|qacEdelta1 [Pseudomonas aeruginosa] 
aa75e099ddc06e791d4b7ba70dae5dac,card,sul1,99.6,100.0,3,NZ_CP124484.1,QJP96_RS23995,sulfonamide-resistant dihydropteroate synthase Sul1,IS6,c,c,gb|AEJ33969.1|ARO:3000410|sul1 [Vibrio fluvialis] 
aaac81985bff9c3598281bc5df7d9d7a,card,rmtC,100.0,100.0,29,NC_021501.1,A225_RS30475,RmtC family 16S rRNA (guanine(1405)-N(7))-methyltransferase,IS5,p,c,gb|AIA09786.1|ARO:3000861|rmtC [Pseudomonas aeruginosa] 
aac424d58ab77517511fb5aaaa8b441a,card,tet(A),99.5,100.0,11,NZ_CP067257.1,JJB15_RS26775,tetracycline efflux MFS transporter Tet(A),IS6,c,c,gb|AAN06707.1|ARO:3000165|tet(A) [Shigella sonnei] 
aaf04de87aed0a71586eca5c0a2763e0,card,vanY_in_vanA_cl,98.7,97.4,4,NZ_CP066446.1,JCP66_RS15620,VanY-A/VanY-F/VanY-M family D-Ala-D-Ala carboxypeptidase,IS6,c,c,gb|AAA65958.1|ARO:3002955|vanY_in_vanA_cl [Enterococcus faecium] 
ab6436133ca4131b05540ece2fef9f9e,card,AAC6_Ie_APH2_Ia,99.4,100.0,2,NZ_CP114619.1,O4N81_RS14800,aminoglycoside O-phosphotransferase APH(2'')-Ia,IS256,c,c,gb|AAA88548.1|ARO:3002597|AAC6_Ie_APH2_Ia [Staphylococcus aureus] 
ab75b65d9d65e71063154f11e104941d,card,qacA,99.0,100.0,1,NZ_CP031278.1,DWB94_RS10985,QacA/B family quaternary ammonium compound efflux MFS transp,IS6,c,c,gb|BAJ09383.1|ARO:3003046|qacA [Staphylococcus aureus] 
abb37fcfb121f6f217690e92c0159a3b,card,fexA,98.9,100.0,1,NZ_CP097888.1,NAA64_RS13105,chloramphenicol/florfenicol efflux MFS transporter FexA,IS6,c,c,gb|CAD70268.1|ARO:3002704|fexA [Mammaliicoccus lentus] 
ac0de807b42b7e29138709acfa3fc62d,card,aadA,99.6,100.0,2,NZ_CP101389.1,NMU38_RS25315,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase Aad,IS6,c,c,gb|AAO49597.1|ARO:3002601|aadA [Escherichia coli] 
ac38bd47030f56b0858c739a71831246,card,TEM-1,99.7,100.0,1,NZ_CP076819.1,KQ257_RS19665,TEM family class A beta-lactamase,new,p,c,gb|CAD09800.1|ARO:3000873|TEM-1 [Salmonella enterica subsp. enterica serovar Typ
ac895ef32d63d70089bc67474e88d733,card,PC1,97.5,100.0,7,NZ_CP031272.1,DWB96_RS13110,penicillin-hydrolyzing class A beta-lactamase BlaZ,IS6,c,c,gb|CAA27733.1|ARO:3008823|PC1 [Staphylococcus aureus] 
acb2fbaa44dd68519ac6669575e1d323,card,APH(6)-Id,99.6,83.0,1,NZ_CP044377.1,F7P07_RS26325,APH(6)-I family aminoglycoside O-phosphotransferase,IS6,c,c,gb|AAC23556.1|ARO:3002660|APH(6)-Id [Pseudomonas aeruginosa] 
acb895a6c9328a87e7f1978886e282f6,card,sul2,99.3,100.0,1,NZ_CP054973.1,HUZ61_RS25590,sulfonamide-resistant dihydropteroate synthase Sul2,IS6,c,c,gb|AAL59753.1|ARO:3000412|sul2 [Vibrio cholerae] 
acf45702d5d3e2108343f309dcb383ce,card,APH(3'')-Ib,99.3,100.0,1,NZ_CP033761.1,EGX93_RS00485,aminoglycoside O-phosphotransferase APH(3'')-Ib,IS4,p,c,gb|ABK33456.1|ARO:3002639|APH(3'')-Ib [Pseudomonas aeruginosa] 
ad03c72905ebd8dfdc9442bc516593f0,card,OXA-9,100.0,100.0,41,NZ_CP018451.1,BB748_RS28850,oxacillin-hydrolyzing class D beta-lactamase OXA-9,new,p,c,gb|AAA98406.1|ARO:3001404|OXA-9 [Klebsiella pneumoniae] 
ad43ed75e297d1e71c07c54f923f7f71,card,aadA5,99.6,100.0,1,NZ_CP115377.1,PCS82_RS25575,AadA family aminoglycoside 3''-O-nucleotidyltransferase,IS6,c,c,gb|AAF17880.1|ARO:3002605|aadA5 [Escherichia coli] 
ad4856b0c3821ac01ee44800b61e0d8e,card,MCR-9.1,100.0,99.8,3,NZ_CP089210.1,LT310_RS25030,phosphoethanolamine--lipid A transferase MCR-9.2,IS5,c,c,gb|WP_001572373.1|ARO:3004684|MCR-9.1 [Salmonella enterica subsp. enterica serov
ad4f19ef1901ea934deb5f34b8beb0da,card,AAC(3)-IId,99.7,100.0,1,NZ_CP080142.1,KZY05_RS28785,aminoglycoside N-acetyltransferase AAC(3)-IId,new,p,p,gb|ABS70977.1|ARO:3004623|AAC(3)-IId [Escherichia coli] 
adbf6083d2a7da0195fc50224a160451,card,dfrA12,99.4,100.0,1,NZ_CP049291.1,G6324_RS24650,trimethoprim-resistant dihydrofolate reductase DfrA12,IS6,c,c,gb|ADG84870.1|ARO:3002858|dfrA12 [Klebsiella pneumoniae] 
ade9c83ab9edd903db1dfb6bcbe2a8a1,card,qacB,97.4,98.7,1,NZ_CP025033.1,CWR44_RS13725,MFS transporter,IS1182,c,c,gb|AAQ10694.1|ARO:3003047|qacB [Staphylococcus aureus] 
adee384f55247ea4f92507d7035ba543,card,SHV-7,100.0,100.0,2,NZ_CP013324.1,AGG09_RS28685,extended-spectrum class A beta-lactamase SHV-7,IS110,c,c,gb|AAA87176.1|ARO:3001066|SHV-7 [Escherichia coli] 
ae1851332c753da1419e1c5ddfa3c00d,card,aad(6),99.6,91.4,3,NZ_CP093927.1,MOW07_RS13105,aminoglycoside 6-adenylyltransferase,IS6,c,c,gb|AAU10334.1|ARO:3002628|aad(6) [Streptococcus oralis] Partial
ae4d7a0866db2e6680f26bc81c3e6023,card,TEM-57,100.0,100.0,15,NZ_CP018116.1,BSG23_RS25040,broad-spectrum class A beta-lactamase TEM-57,IS6,c,c,gb|ACJ43254.1|ARO:3000926|TEM-57 [Escherichia coli] 
ae8927d0c25662db2aba388ca2dd9931,card,OXA-48,100.0,100.0,1,NZ_CP097413.1,M8Y69_RS27315,OXA-48 family class D beta-lactamase,IS4,c,c,gb|AAP70012.1|ARO:3001782|OXA-48 [Klebsiella pneumoniae] 
ae97c75b4d4eac242d25e6d01fedd1d5,card,FosA3,99.3,100.0,2,NZ_CP040809.1,D8Z79_RS24585,FosA3/FosA4 family fosfomycin resistance glutathione transfe,IS6,c,c,gb|AEG78825.1|ARO:3002872|FosA3 [Escherichia coli] 
aea97ddcc2c587f9c60ab8b377acb6ad,card,aadA,99.6,100.0,69,NZ_CP018451.1,BB748_RS28845,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase Aad,new,p,c,gb|AAO49597.1|ARO:3002601|aadA [Escherichia coli] 
aefcd7d0b1d3f45b5b46bc493a490625,card,floR,99.3,100.0,87,NZ_CP061972.1,H4I70_RS27345,chloramphenicol/florfenicol efflux MFS transporter FloR,IS6,c,c,gb|AAG16656.1|ARO:3002705|floR [Escherichia coli] 
af26c1f99590bc84c0f229fc075e3f4e,card,APH(2'')-If,100.0,100.0,1,NZ_CP044166.1,F4V28_RS09905,aminoglycoside O-phosphotransferase APH(2'')-If,IS200/IS605,c,p,gb|AAW34150.1|ARO:3004191|APH(2'')-If [Campylobacter jejuni] 
af3b6f26ef4d1eed4184b26aa6b0977d,card,rmtH,100.0,100.0,1,NZ_CP132712.1,RA187_RS28530,RmtH family 16S rRNA (guanine(1405)-N(7))-methyltransferase,IS91,p,p,gb|AGH19769.1|ARO:3003198|rmtH [Klebsiella pneumoniae] 
af991c1a135ac3091fcc4afc07903a02,card,aadA5,100.0,100.0,418,NZ_CP129273.1,QYN12_RS24465,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase Aad,IS6,c,c,gb|AAF17880.1|ARO:3002605|aadA5 [Escherichia coli] 
afb00e9bb97423e4818387a7f3324f06,card,floR,98.6,98.6,1,NZ_CP132596.1,RAH45_RS13345,MFS transporter,IS91,p,p,gb|AAG16656.1|ARO:3002705|floR [Escherichia coli] 
afd1b90d1b28092c19e8325f27f1f27c,card,optrA,96.9,100.0,1,NZ_OD940439.1,KJA90_RS14475,ABC-F type ribosomal protection protein OptrA,IS6,c,c,gb|AKA86814.1|ARO:3003746|optrA [Enterococcus faecalis] 
afe2ff4a134582fdd0b0c7f3f48e6350,card,FRI-4,100.0,100.0,1,NZ_AP019631.1,FOY94_RS22940,carbapenem-hydrolyzing class A beta-lactamase FRI-4,IS110,p,c,gb|BAX00166.1|ARO:3005027|FRI-4 [Enterobacter asburiae] 
